id;plano_id;plano;acomodacao;vidas;estado;compulsorio;linha;coparticipacao;pf;quantidade_de_ativos;0-18;19-23;24-28;29-33;34-38;39-43;44-48;49-53;54-58;59+
31;vitalsaude_premium_377710073_rio_de_janeiro_sc_co_30_a_99_qc;VitalSaúde Premium R3;QC;"""30 a 99""";BAHIA;Livre Adesão;Linha Master;Com coparticipação parcial;false;346;"""1159,67""";"""1356,81""";"""1658,33""";"""1994,63""";"""2099,00""";"""2307,74""";"""2887,58""";"""3177,50""";"""3966,07""";"""6934,83"""
32;vitalsaude_platinum_072812634_paraíba_ccp_co_100_a_199_qp;VitalSaúde Platinum R2;QP;"""100 a 199""";BAHIA;Livre Adesão;Linha Selecionada;Com coparticipação parcial;false;105;"""306,23""";"""358,28""";"""437,90""";"""526,71""";"""554,27""";"""609,39""";"""762,50""";"""839,06""";"""1047,29""";"""1831,23"""
33;vitalsaude_gold_440763241_rio_de_janeiro_cc_co_3_a_29_qp;VitalSaúde Gold R2;QP;"""3 a 29""";BAHIA;Demais empresas;Linha Selecionada;Com coparticipação30;false;473;"""507,94""";"""594,28""";"""726,35""";"""873,65""";"""919,36""";"""1010,79""";"""1264,76""";"""1391,74""";"""1737,14""";"""3037,45"""
34;vitalsaude_master_154802566_paraíba_sc_la_100_a_199_qp;VitalSaúde Master R1;QP;"""100 a 199""";MINAS GERAIS;Livre Adesão;Linha Premium;Sem coparticipação;false;367;"""365,26""";"""427,35""";"""522,32""";"""628,25""";"""661,12""";"""726,87""";"""909,50""";"""1000,81""";"""1249,19""";"""2184,25"""
35;vitalsaude_master_613436516_paraíba_ccp_co_2_qc;VitalSaúde Master R2;QC;"""2""";PERNAMBUCO;Demais empresas;Linha Master;Com coparticipação30;false;81;"""739,62""";"""865,35""";"""1057,65""";"""1272,14""";"""1338,71""";"""1471,84""";"""1841,65""";"""2026,55""";"""2529,49""";"""4422,92"""
36;vitalsaude_premium_972461709_rio_de_janeiro_cc_co_30_a_99_qp;VitalSaúde Premium R2;QP;"""30 a 99""";PARANÁ;Livre Adesão;Linha Selecionada;Com coparticipação30;false;147;"""1073,21""";"""1255,65""";"""1534,68""";"""1845,91""";"""1942,50""";"""2135,68""";"""2672,28""";"""2940,58""";"""3670,36""";"""6417,77"""
37;vitalsaude_elite_568843083_pernambuco_sc_la_30_a_99_qp;VitalSaúde Elite R1;QP;"""30 a 99""";MINAS GERAIS;Livre Adesão;Linha Premium;Sem coparticipação;false;247;"""849,42""";"""993,82""";"""1214,67""";"""1461,00""";"""1537,45""";"""1690,35""";"""2115,06""";"""2327,41""";"""2905,02""";"""5079,53"""
38;vitalsaude_basic_386335907_minas_gerais_cc_co_30_a_99_qc;VitalSaúde Basic R3;QC;"""30 a 99""";RIO DE JANEIRO;Compulsório;Linha Básica;Com coparticipação parcial;false;120;"""365,05""";"""427,11""";"""522,03""";"""627,89""";"""660,75""";"""726,46""";"""908,99""";"""1000,25""";"""1248,49""";"""2183,02"""
39;vitalsaude_diamond_394555850_bahia_ccp_co_100_a_199_qp;VitalSaúde Diamond R1;QP;"""100 a 199""";PARANÁ;Livre Adesão;Linha Master;Com coparticipação30;false;163;"""483,17""";"""565,30""";"""690,93""";"""831,05""";"""874,53""";"""961,50""";"""1203,08""";"""1323,87""";"""1652,43""";"""2889,33"""
40;vitalsaude_gold_248204829_minas_gerais_sc_co_3_a_29_qc;VitalSaúde Gold R2;QC;"""3 a 29""";MINAS GERAIS;Livre Adesão;Linha Selecionada;Com coparticipação30;false;474;"""337,52""";"""394,90""";"""482,66""";"""580,54""";"""610,92""";"""671,67""";"""840,44""";"""924,82""";"""1154,33""";"""2018,40"""
41;vitalsaude_silver_075889501_paraná_cc_co_100_a_199_qp;VitalSaúde Silver R3;QP;"""100 a 199""";PARAÍBA;Demais empresas;Linha Master;Com coparticipação30;false;194;"""321,59""";"""376,26""";"""459,87""";"""553,13""";"""582,07""";"""639,96""";"""800,75""";"""881,15""";"""1099,83""";"""1923,09"""
42;vitalsaude_elite_748691216_minas_gerais_sc_la_2_qp;VitalSaúde Elite R2;QP;"""2""";BAHIA;Compulsório;Linha Premium;Com coparticipação parcial;false;187;"""621,06""";"""726,64""";"""888,11""";"""1068,22""";"""1124,11""";"""1235,91""";"""1546,43""";"""1701,70""";"""2124,02""";"""3713,93"""
43;vitalsaude_platinum_596118759_rio_de_janeiro_cc_la_3_a_29_qp;VitalSaúde Platinum R3;QP;"""3 a 29""";PARAÍBA;Compulsório;Linha Selecionada;Com coparticipação30;false;304;"""714,42""";"""835,87""";"""1021,62""";"""1228,80""";"""1293,10""";"""1421,70""";"""1778,91""";"""1957,51""";"""2443,32""";"""4272,23"""
44;vitalsaude_elite_520102030_minas_gerais_cc_co_30_a_99_qp;VitalSaúde Elite R2;QP;"""30 a 99""";BAHIA;Demais empresas;Linha Selecionada;Sem coparticipação;false;432;"""1104,85""";"""1292,68""";"""1579,94""";"""1900,34""";"""1999,78""";"""2198,65""";"""2751,08""";"""3027,29""";"""3778,59""";"""6607,01"""
45;vitalsaude_premium_230951848_paraíba_sc_la_100_a_199_qp;VitalSaúde Premium R2;QP;"""100 a 199""";SÃO PAULO;Demais empresas;Linha Master;Sem coparticipação;false;118;"""900,12""";"""1053,14""";"""1287,17""";"""1548,20""";"""1629,21""";"""1791,23""";"""2241,29""";"""2466,32""";"""3078,40""";"""5382,69"""
46;vitalsaude_platinum_603733250_rio_de_janeiro_cc_la_2_qp;VitalSaúde Platinum R2;QP;"""2""";PARAÍBA;Demais empresas;Linha Básica;Com coparticipação parcial;false;384;"""1197,04""";"""1400,54""";"""1711,77""";"""2058,91""";"""2166,65""";"""2382,11""";"""2980,63""";"""3279,89""";"""4093,88""";"""7158,31"""
47;vitalsaude_platinum_092693009_pernambuco_ccp_la_3_a_29_qc;VitalSaúde Platinum R3;QC;"""3 a 29""";PARANÁ;Livre Adesão;Linha Master;Com coparticipação parcial;false;451;"""790,58""";"""924,98""";"""1130,53""";"""1359,80""";"""1430,95""";"""1573,25""";"""1968,54""";"""2166,19""";"""2703,78""";"""4727,66"""
48;vitalsaude_elite_473848958_pernambuco_cc_la_100_a_199_qp;VitalSaúde Elite R2;QP;"""100 a 199""";SÃO PAULO;Livre Adesão;Linha Premium;Com coparticipação30;false;469;"""655,57""";"""767,02""";"""937,46""";"""1127,58""";"""1186,58""";"""1304,58""";"""1632,37""";"""1796,26""";"""2242,05""";"""3920,31"""
49;vitalsaude_silver_318445448_paraíba_cc_la_100_a_199_qc;VitalSaúde Silver R3;QC;"""100 a 199""";MINAS GERAIS;Demais empresas;Linha Selecionada;Com coparticipação30;false;148;"""1119,77""";"""1310,13""";"""1601,27""";"""1926,01""";"""2026,79""";"""2228,35""";"""2788,23""";"""3068,18""";"""3829,62""";"""6696,24"""
50;vitalsaude_premium_513813121_paraíba_ccp_co_100_a_199_qp;VitalSaúde Premium R1;QP;"""100 a 199""";BAHIA;Compulsório;Linha Selecionada;Sem coparticipação;false;388;"""1181,90""";"""1382,82""";"""1690,11""";"""2032,86""";"""2139,24""";"""2351,98""";"""2942,93""";"""3238,40""";"""4042,09""";"""7067,75"""
51;vitalsaude_diamond_575070398_paraíba_sc_co_100_a_199_qc;VitalSaúde Diamond R3;QC;"""100 a 199""";PARANÁ;Livre Adesão;Linha Selecionada;Com coparticipação parcial;false;259;"""570,63""";"""667,64""";"""816,00""";"""981,49""";"""1032,84""";"""1135,56""";"""1420,87""";"""1563,53""";"""1951,56""";"""3412,38"""
52;vitalsaude_premium_679010358_paraná_sc_la_100_a_199_qp;VitalSaúde Premium R2;QP;"""100 a 199""";PARAÍBA;Demais empresas;Linha Selecionada;Sem coparticipação;false;21;"""440,02""";"""514,82""";"""629,22""";"""756,83""";"""796,43""";"""875,63""";"""1095,64""";"""1205,64""";"""1504,85""";"""2631,30"""
53;vitalsaude_elite_766617717_bahia_ccp_la_100_a_199_qp;VitalSaúde Elite R2;QP;"""100 a 199""";PARANÁ;Compulsório;Linha Básica;Com coparticipação30;false;145;"""886,27""";"""1036,94""";"""1267,37""";"""1524,38""";"""1604,15""";"""1763,68""";"""2206,81""";"""2428,38""";"""3031,04""";"""5299,89"""
54;vitalsaude_master_131507747_pernambuco_cc_co_3_a_29_qp;VitalSaúde Master R2;QP;"""3 a 29""";PARAÍBA;Demais empresas;Linha Básica;Com coparticipação30;false;471;"""235,58""";"""275,63""";"""336,88""";"""405,20""";"""426,41""";"""468,81""";"""586,60""";"""645,50""";"""805,69""";"""1408,79"""
55;vitalsaude_premium_787202989_rio_de_janeiro_sc_la_2_qc;VitalSaúde Premium R3;QC;"""2""";RIO DE JANEIRO;Demais empresas;Linha Premium;Com coparticipação parcial;false;11;"""431,64""";"""505,02""";"""617,24""";"""742,42""";"""781,26""";"""858,96""";"""1074,78""";"""1182,69""";"""1476,20""";"""2581,19"""
56;vitalsaude_master_781655971_paraíba_sc_co_100_a_199_qp;VitalSaúde Master R2;QP;"""100 a 199""";MINAS GERAIS;Demais empresas;Linha Master;Com coparticipação parcial;false;138;"""1125,26""";"""1316,56""";"""1609,12""";"""1935,45""";"""2036,72""";"""2239,27""";"""2801,90""";"""3083,21""";"""3848,39""";"""6729,06"""
57;vitalsaude_premium_293651399_bahia_sc_co_30_a_99_qp;VitalSaúde Premium R2;QP;"""30 a 99""";PARAÍBA;Demais empresas;Linha Premium;Com coparticipação parcial;false;209;"""1187,06""";"""1388,86""";"""1697,49""";"""2041,74""";"""2148,57""";"""2362,24""";"""2955,77""";"""3252,54""";"""4059,74""";"""7098,60"""
58;vitalsaude_gold_880360671_bahia_cc_la_100_a_199_qp;VitalSaúde Gold R1;QP;"""100 a 199""";SÃO PAULO;Livre Adesão;Linha Selecionada;Sem coparticipação;false;405;"""709,88""";"""830,56""";"""1015,13""";"""1221,00""";"""1284,89""";"""1412,66""";"""1767,60""";"""1945,08""";"""2427,79""";"""4245,09"""
59;vitalsaude_basic_871456776_pernambuco_sc_co_2_qp;VitalSaúde Basic R2;QP;"""2""";PARAÍBA;Livre Adesão;Linha Master;Com coparticipação parcial;false;350;"""518,35""";"""606,47""";"""741,24""";"""891,56""";"""938,22""";"""1031,52""";"""1290,69""";"""1420,28""";"""1772,76""";"""3099,74"""
60;vitalsaude_master_420824407_paraná_cc_la_2_qc;VitalSaúde Master R1;QC;"""2""";RIO DE JANEIRO;Demais empresas;Linha Premium;Sem coparticipação;false;272;"""547,90""";"""641,04""";"""783,49""";"""942,38""";"""991,69""";"""1090,31""";"""1364,26""";"""1501,23""";"""1873,80""";"""3276,41"""
61;vitalsaude_master_622207621_rio_de_janeiro_ccp_la_3_a_29_qp;VitalSaúde Master R2;QP;"""3 a 29""";PARAÍBA;Demais empresas;Linha Premium;Com coparticipação30;false;339;"""594,18""";"""695,19""";"""849,67""";"""1021,98""";"""1075,46""";"""1182,41""";"""1479,50""";"""1628,04""";"""2032,08""";"""3553,17"""
62;vitalsaude_elite_526100701_paraná_ccp_co_2_qc;VitalSaúde Elite R2;QC;"""2""";SÃO PAULO;Compulsório;Linha Premium;Sem coparticipação;false;31;"""691,68""";"""809,26""";"""989,10""";"""1189,68""";"""1251,93""";"""1376,44""";"""1722,27""";"""1895,19""";"""2365,53""";"""4136,23"""
63;vitalsaude_diamond_949659294_paraná_ccp_la_100_a_199_qp;VitalSaúde Diamond R3;QP;"""100 a 199""";MINAS GERAIS;Livre Adesão;Linha Master;Sem coparticipação;false;473;"""1116,08""";"""1305,81""";"""1595,99""";"""1919,65""";"""2020,10""";"""2220,99""";"""2779,03""";"""3058,05""";"""3816,98""";"""6674,13"""
64;vitalsaude_platinum_705500018_paraná_ccp_la_100_a_199_qc;VitalSaúde Platinum R1;QC;"""100 a 199""";BAHIA;Compulsório;Linha Selecionada;Sem coparticipação;false;323;"""880,56""";"""1030,26""";"""1259,20""";"""1514,57""";"""1593,82""";"""1752,32""";"""2192,60""";"""2412,74""";"""3011,52""";"""5265,76"""
65;vitalsaude_platinum_883854091_pernambuco_ccp_la_3_a_29_qp;VitalSaúde Platinum R3;QP;"""3 a 29""";SÃO PAULO;Demais empresas;Linha Selecionada;Com coparticipação parcial;false;275;"""252,36""";"""295,26""";"""360,87""";"""434,05""";"""456,77""";"""502,19""";"""628,37""";"""691,46""";"""863,06""";"""1509,09"""
66;vitalsaude_master_794974329_minas_gerais_ccp_co_30_a_99_qc;VitalSaúde Master R2;QC;"""30 a 99""";MINAS GERAIS;Livre Adesão;Linha Selecionada;Com coparticipação30;false;335;"""833,54""";"""975,24""";"""1191,96""";"""1433,69""";"""1508,71""";"""1658,74""";"""2075,51""";"""2283,90""";"""2850,71""";"""4984,57"""
67;vitalsaude_premium_657793095_rio_de_janeiro_sc_la_100_a_199_qp;VitalSaúde Premium R2;QP;"""100 a 199""";PERNAMBUCO;Demais empresas;Linha Master;Sem coparticipação;false;90;"""980,90""";"""1147,65""";"""1402,68""";"""1687,14""";"""1775,42""";"""1951,99""";"""2442,43""";"""2687,66""";"""3354,67""";"""5865,77"""
68;vitalsaude_platinum_307123784_paraíba_cc_la_100_a_199_qc;VitalSaúde Platinum R2;QC;"""100 a 199""";SÃO PAULO;Demais empresas;Linha Selecionada;Sem coparticipação;false;411;"""996,48""";"""1165,88""";"""1424,97""";"""1713,94""";"""1803,63""";"""1982,99""";"""2481,23""";"""2730,35""";"""3407,96""";"""5958,95"""
69;vitalsaude_diamond_782909596_são_paulo_ccp_la_30_a_99_qp;VitalSaúde Diamond R3;QP;"""30 a 99""";BAHIA;Compulsório;Linha Premium;Com coparticipação parcial;false;412;"""249,59""";"""292,01""";"""356,91""";"""429,29""";"""451,75""";"""496,67""";"""621,47""";"""683,86""";"""853,58""";"""1492,52"""
70;vitalsaude_master_803512005_são_paulo_ccp_la_100_a_199_qc;VitalSaúde Master R2;QC;"""100 a 199""";BAHIA;Livre Adesão;Linha Premium;Com coparticipação parcial;false;293;"""731,56""";"""855,93""";"""1046,13""";"""1258,29""";"""1324,13""";"""1455,81""";"""1821,59""";"""2004,48""";"""2501,94""";"""4374,74"""
71;vitalsaude_platinum_591575854_paraná_sc_la_2_qp;VitalSaúde Platinum R1;QP;"""2""";BAHIA;Demais empresas;Linha Selecionada;Com coparticipação30;false;64;"""1084,43""";"""1268,78""";"""1550,73""";"""1865,22""";"""1962,82""";"""2158,01""";"""2700,23""";"""2971,33""";"""3708,75""";"""6484,88"""
72;vitalsaude_elite_848897304_paraíba_sc_la_100_a_199_qp;VitalSaúde Elite R3;QP;"""100 a 199""";PARANÁ;Livre Adesão;Linha Premium;Com coparticipação30;false;229;"""1137,96""";"""1331,42""";"""1627,29""";"""1957,30""";"""2059,71""";"""2264,55""";"""2833,53""";"""3118,02""";"""3891,83""";"""6805,02"""
73;vitalsaude_premium_948434905_bahia_ccp_la_100_a_199_qc;VitalSaúde Premium R3;QC;"""100 a 199""";RIO DE JANEIRO;Demais empresas;Linha Selecionada;Com coparticipação30;false;411;"""949,14""";"""1110,49""";"""1357,27""";"""1632,52""";"""1717,94""";"""1888,79""";"""2363,36""";"""2600,64""";"""3246,06""";"""5675,85"""
74;vitalsaude_premium_749526280_pernambuco_cc_co_100_a_199_qp;VitalSaúde Premium R3;QP;"""100 a 199""";PARANÁ;Compulsório;Linha Master;Com coparticipação30;false;138;"""784,01""";"""917,30""";"""1121,14""";"""1348,50""";"""1419,07""";"""1560,19""";"""1952,19""";"""2148,20""";"""2681,33""";"""4688,40"""
75;vitalsaude_premium_489017433_minas_gerais_sc_la_2_qp;VitalSaúde Premium R1;QP;"""2""";PERNAMBUCO;Demais empresas;Linha Selecionada;Sem coparticipação;false;324;"""855,39""";"""1000,80""";"""1223,20""";"""1471,27""";"""1548,25""";"""1702,22""";"""2129,91""";"""2343,76""";"""2925,42""";"""5115,21"""
76;vitalsaude_gold_931528943_são_paulo_ccp_la_3_a_29_qp;VitalSaúde Gold R3;QP;"""3 a 29""";PARANÁ;Demais empresas;Linha Selecionada;Com coparticipação parcial;false;356;"""655,20""";"""766,58""";"""936,94""";"""1126,94""";"""1185,91""";"""1303,85""";"""1631,45""";"""1795,25""";"""2240,78""";"""3918,09"""
77;vitalsaude_gold_569733661_são_paulo_cc_co_3_a_29_qp;VitalSaúde Gold R2;QP;"""3 a 29""";SÃO PAULO;Livre Adesão;Linha Selecionada;Sem coparticipação;false;477;"""623,64""";"""729,66""";"""891,80""";"""1072,66""";"""1128,79""";"""1241,04""";"""1552,86""";"""1708,77""";"""2132,84""";"""3729,36"""
78;vitalsaude_premium_358054473_são_paulo_ccp_la_100_a_199_qc;VitalSaúde Premium R2;QC;"""100 a 199""";SÃO PAULO;Compulsório;Linha Premium;Com coparticipação30;false;233;"""978,48""";"""1144,83""";"""1399,23""";"""1682,99""";"""1771,06""";"""1947,18""";"""2436,43""";"""2681,05""";"""3346,42""";"""5851,34"""
79;vitalsaude_premium_553019219_pernambuco_sc_co_100_a_199_qc;VitalSaúde Premium R3;QC;"""100 a 199""";MINAS GERAIS;Demais empresas;Linha Selecionada;Com coparticipação30;false;196;"""426,42""";"""498,91""";"""609,78""";"""733,45""";"""771,82""";"""848,58""";"""1061,79""";"""1168,40""";"""1458,36""";"""2550,01"""
